,name,mcc,time,transaction_value,time_interval_to_next,time_interval_from_last
1344,people168,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,28,0 days 02:58:00.000000000,0 days 00:00:00.000000000
1345,people168,"Grocery Stores, Supermarkets",2020-04-30 11:58:00,71,0 days 00:50:00.000000000,0 days 02:58:00.000000000
1346,people168,Bakeries,2020-04-30 12:48:00,39,0 days 00:26:00.000000000,0 days 00:50:00.000000000
1347,people168,Fast Food Restaurants,2020-04-30 13:14:00,33,0 days 01:05:00.000000000,0 days 00:26:00.000000000
1348,people168,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:19:00,37,0 days 01:50:00.000000000,0 days 01:05:00.000000000
1349,people168,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:09:00,10,0 days 00:17:00.000000000,0 days 01:50:00.000000000
1350,people168,Fast Food Restaurants,2020-04-30 16:26:00,23,0 days 01:54:00.000000000,0 days 00:17:00.000000000
1351,people168,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:20:00,36,0 days 00:00:00.000000000,0 days 01:54:00.000000000
1352,people169,Bakeries,2020-04-30 09:00:00,60,0 days 01:10:00.000000000,0 days 00:00:00.000000000
1353,people169,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:10:00,66,0 days 01:50:00.000000000,0 days 01:10:00.000000000
1354,people169,Bakeries,2020-04-30 12:00:00,35,0 days 00:06:00.000000000,0 days 01:50:00.000000000
1355,people169,Fast Food Restaurants,2020-04-30 12:06:00,63,0 days 02:33:00.000000000,0 days 00:06:00.000000000
1356,people169,Book Stores,2020-04-30 14:39:00,63,0 days 02:09:00.000000000,0 days 02:33:00.000000000
1357,people169,Book Stores,2020-04-30 16:48:00,15,0 days 01:18:00.000000000,0 days 02:09:00.000000000
1358,people169,Book Stores,2020-04-30 18:06:00,69,0 days 00:31:00.000000000,0 days 01:18:00.000000000
1359,people169,Fast Food Restaurants,2020-04-30 18:37:00,71,0 days 00:00:00.000000000,0 days 00:31:00.000000000
1360,people170,Fast Food Restaurants,2020-04-30 09:00:00,23,0 days 01:52:00.000000000,0 days 00:00:00.000000000
1361,people170,Drug Stores and Pharmacies,2020-04-30 10:52:00,75,0 days 02:58:00.000000000,0 days 01:52:00.000000000
1362,people170,Book Stores,2020-04-30 13:50:00,53,0 days 01:01:00.000000000,0 days 02:58:00.000000000
1363,people170,"Grocery Stores, Supermarkets",2020-04-30 14:51:00,68,0 days 00:12:00.000000000,0 days 01:01:00.000000000
1364,people170,"Grocery Stores, Supermarkets",2020-04-30 15:03:00,39,0 days 03:19:00.000000000,0 days 00:12:00.000000000
1365,people170,Drug Stores and Pharmacies,2020-04-30 18:22:00,36,0 days 00:17:00.000000000,0 days 03:19:00.000000000
1366,people170,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:39:00,13,0 days 01:30:00.000000000,0 days 00:17:00.000000000
1367,people170,Fast Food Restaurants,2020-04-30 20:09:00,78,0 days 00:00:00.000000000,0 days 01:30:00.000000000
1368,people171,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,67,0 days 03:12:00.000000000,0 days 00:00:00.000000000
1369,people171,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:12:00,72,0 days 01:58:00.000000000,0 days 03:12:00.000000000
1370,people171,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:10:00,33,0 days 02:59:00.000000000,0 days 01:58:00.000000000
1371,people171,Fast Food Restaurants,2020-04-30 17:09:00,18,0 days 01:38:00.000000000,0 days 02:59:00.000000000
1372,people171,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:47:00,75,0 days 00:05:00.000000000,0 days 01:38:00.000000000
1373,people171,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:52:00,58,0 days 01:54:00.000000000,0 days 00:05:00.000000000
1374,people171,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:46:00,36,0 days 02:52:00.000000000,0 days 01:54:00.000000000
1375,people171,Book Stores,2020-04-30 23:38:00,22,0 days 00:00:00.000000000,0 days 02:52:00.000000000
1376,people172,Drug Stores and Pharmacies,2020-04-30 09:00:00,68,0 days 02:16:00.000000000,0 days 00:00:00.000000000
1377,people172,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:16:00,71,0 days 00:54:00.000000000,0 days 02:16:00.000000000
1378,people172,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:10:00,59,0 days 02:44:00.000000000,0 days 00:54:00.000000000
1379,people172,Bakeries,2020-04-30 14:54:00,30,0 days 00:35:00.000000000,0 days 02:44:00.000000000
1380,people172,Fast Food Restaurants,2020-04-30 15:29:00,30,0 days 02:42:00.000000000,0 days 00:35:00.000000000
1381,people172,Fast Food Restaurants,2020-04-30 18:11:00,51,0 days 00:38:00.000000000,0 days 02:42:00.000000000
1382,people172,"Grocery Stores, Supermarkets",2020-04-30 18:49:00,52,0 days 02:05:00.000000000,0 days 00:38:00.000000000
1383,people172,Drug Stores and Pharmacies,2020-04-30 20:54:00,75,0 days 00:00:00.000000000,0 days 02:05:00.000000000
1384,people173,Book Stores,2020-04-30 09:00:00,25,0 days 02:05:00.000000000,0 days 00:00:00.000000000
1385,people173,Fast Food Restaurants,2020-04-30 11:05:00,46,0 days 01:28:00.000000000,0 days 02:05:00.000000000
1386,people173,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:33:00,65,0 days 01:24:00.000000000,0 days 01:28:00.000000000
1387,people173,Fast Food Restaurants,2020-04-30 13:57:00,25,0 days 01:26:00.000000000,0 days 01:24:00.000000000
1388,people173,"Grocery Stores, Supermarkets",2020-04-30 15:23:00,12,0 days 00:12:00.000000000,0 days 01:26:00.000000000
1389,people173,Drug Stores and Pharmacies,2020-04-30 15:35:00,31,0 days 01:27:00.000000000,0 days 00:12:00.000000000
1390,people173,Drug Stores and Pharmacies,2020-04-30 17:02:00,72,0 days 02:11:00.000000000,0 days 01:27:00.000000000
1391,people173,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:13:00,56,0 days 00:00:00.000000000,0 days 02:11:00.000000000
1392,people174,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,46,0 days 02:30:00.000000000,0 days 00:00:00.000000000
1393,people174,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:30:00,52,0 days 00:58:00.000000000,0 days 02:30:00.000000000
1394,people174,Bakeries,2020-04-30 12:28:00,78,0 days 01:15:00.000000000,0 days 00:58:00.000000000
1395,people174,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:43:00,18,0 days 00:18:00.000000000,0 days 01:15:00.000000000
1396,people174,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:01:00,63,0 days 00:25:00.000000000,0 days 00:18:00.000000000
1397,people174,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:26:00,15,0 days 02:02:00.000000000,0 days 00:25:00.000000000
1398,people174,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:28:00,49,0 days 00:25:00.000000000,0 days 02:02:00.000000000
1399,people174,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:53:00,71,0 days 00:00:00.000000000,0 days 00:25:00.000000000
1400,people175,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,49,0 days 01:31:00.000000000,0 days 00:00:00.000000000
1401,people175,Fast Food Restaurants,2020-04-30 10:31:00,49,0 days 03:01:00.000000000,0 days 01:31:00.000000000
1402,people175,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:32:00,17,0 days 01:01:00.000000000,0 days 03:01:00.000000000
1403,people175,Fast Food Restaurants,2020-04-30 14:33:00,11,0 days 02:10:00.000000000,0 days 01:01:00.000000000
1404,people175,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:43:00,43,0 days 01:52:00.000000000,0 days 02:10:00.000000000
1405,people175,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:35:00,64,0 days 01:27:00.000000000,0 days 01:52:00.000000000
1406,people175,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:02:00,32,0 days 00:34:00.000000000,0 days 01:27:00.000000000
1407,people175,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:36:00,49,0 days 00:00:00.000000000,0 days 00:34:00.000000000
1408,people176,Bakeries,2020-04-30 09:00:00,35,0 days 01:51:00.000000000,0 days 00:00:00.000000000
1409,people176,"Grocery Stores, Supermarkets",2020-04-30 10:51:00,21,0 days 02:21:00.000000000,0 days 01:51:00.000000000
1410,people176,Book Stores,2020-04-30 13:12:00,11,0 days 02:33:00.000000000,0 days 02:21:00.000000000
1411,people176,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:45:00,13,0 days 00:23:00.000000000,0 days 02:33:00.000000000
1412,people176,Fast Food Restaurants,2020-04-30 16:08:00,12,0 days 03:17:00.000000000,0 days 00:23:00.000000000
1413,people176,Drug Stores and Pharmacies,2020-04-30 19:25:00,10,0 days 02:59:00.000000000,0 days 03:17:00.000000000
1414,people176,Fast Food Restaurants,2020-04-30 22:24:00,21,0 days 01:03:00.000000000,0 days 02:59:00.000000000
1415,people176,Drug Stores and Pharmacies,2020-04-30 23:27:00,71,0 days 00:00:00.000000000,0 days 01:03:00.000000000
1416,people177,Fast Food Restaurants,2020-04-30 09:00:00,77,0 days 00:37:00.000000000,0 days 00:00:00.000000000
1417,people177,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:37:00,47,0 days 01:25:00.000000000,0 days 00:37:00.000000000
1418,people177,Fast Food Restaurants,2020-04-30 11:02:00,14,0 days 02:20:00.000000000,0 days 01:25:00.000000000
1419,people177,Drug Stores and Pharmacies,2020-04-30 13:22:00,21,0 days 02:15:00.000000000,0 days 02:20:00.000000000
1420,people177,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:37:00,19,0 days 02:01:00.000000000,0 days 02:15:00.000000000
1421,people177,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:38:00,54,0 days 00:05:00.000000000,0 days 02:01:00.000000000
1422,people177,Fast Food Restaurants,2020-04-30 17:43:00,30,0 days 03:15:00.000000000,0 days 00:05:00.000000000
1423,people177,Bakeries,2020-04-30 20:58:00,42,0 days 00:00:00.000000000,0 days 03:15:00.000000000
1424,people178,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,73,0 days 00:33:00.000000000,0 days 00:00:00.000000000
1425,people178,Fast Food Restaurants,2020-04-30 09:33:00,73,0 days 00:54:00.000000000,0 days 00:33:00.000000000
1426,people178,"Grocery Stores, Supermarkets",2020-04-30 10:27:00,14,0 days 00:32:00.000000000,0 days 00:54:00.000000000
1427,people178,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:59:00,42,0 days 01:59:00.000000000,0 days 00:32:00.000000000
1428,people178,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:58:00,21,0 days 01:12:00.000000000,0 days 01:59:00.000000000
1429,people178,Fast Food Restaurants,2020-04-30 14:10:00,79,0 days 00:29:00.000000000,0 days 01:12:00.000000000
1430,people178,Fast Food Restaurants,2020-04-30 14:39:00,24,0 days 03:15:00.000000000,0 days 00:29:00.000000000
1431,people178,Drug Stores and Pharmacies,2020-04-30 17:54:00,48,0 days 00:00:00.000000000,0 days 03:15:00.000000000
1432,people179,Drug Stores and Pharmacies,2020-04-30 09:00:00,29,0 days 03:16:00.000000000,0 days 00:00:00.000000000
1433,people179,Fast Food Restaurants,2020-04-30 12:16:00,10,0 days 02:09:00.000000000,0 days 03:16:00.000000000
1434,people179,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:25:00,65,0 days 01:35:00.000000000,0 days 02:09:00.000000000
1435,people179,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:00:00,46,0 days 02:51:00.000000000,0 days 01:35:00.000000000
1436,people179,Book Stores,2020-04-30 18:51:00,34,0 days 01:53:00.000000000,0 days 02:51:00.000000000
1437,people179,Fast Food Restaurants,2020-04-30 20:44:00,62,0 days 01:35:00.000000000,0 days 01:53:00.000000000
1438,people179,Drug Stores and Pharmacies,2020-04-30 22:19:00,22,0 days 01:30:00.000000000,0 days 01:35:00.000000000
1439,people179,Fast Food Restaurants,2020-04-30 23:49:00,57,0 days 00:00:00.000000000,0 days 01:30:00.000000000
1440,people180,Book Stores,2020-04-30 09:00:00,39,0 days 01:41:00.000000000,0 days 00:00:00.000000000
1441,people180,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:41:00,31,0 days 02:24:00.000000000,0 days 01:41:00.000000000
1442,people180,Fast Food Restaurants,2020-04-30 13:05:00,21,0 days 01:19:00.000000000,0 days 02:24:00.000000000
1443,people180,Drug Stores and Pharmacies,2020-04-30 14:24:00,26,0 days 01:42:00.000000000,0 days 01:19:00.000000000
1444,people180,Fast Food Restaurants,2020-04-30 16:06:00,30,0 days 00:26:00.000000000,0 days 01:42:00.000000000
1445,people180,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:32:00,48,0 days 00:58:00.000000000,0 days 00:26:00.000000000
1446,people180,Book Stores,2020-04-30 17:30:00,55,0 days 02:41:00.000000000,0 days 00:58:00.000000000
1447,people180,"Grocery Stores, Supermarkets",2020-04-30 20:11:00,21,0 days 00:00:00.000000000,0 days 02:41:00.000000000
1448,people181,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,33,0 days 02:17:00.000000000,0 days 00:00:00.000000000
1449,people181,"Grocery Stores, Supermarkets",2020-04-30 11:17:00,18,0 days 00:03:00.000000000,0 days 02:17:00.000000000
1450,people181,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:20:00,24,0 days 02:41:00.000000000,0 days 00:03:00.000000000
1451,people181,Fast Food Restaurants,2020-04-30 14:01:00,63,0 days 02:26:00.000000000,0 days 02:41:00.000000000
1452,people181,Drug Stores and Pharmacies,2020-04-30 16:27:00,46,0 days 02:15:00.000000000,0 days 02:26:00.000000000
1453,people181,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:42:00,18,0 days 02:10:00.000000000,0 days 02:15:00.000000000
1454,people181,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:52:00,13,0 days 00:25:00.000000000,0 days 02:10:00.000000000
1455,people181,Drug Stores and Pharmacies,2020-04-30 21:17:00,16,0 days 00:00:00.000000000,0 days 00:25:00.000000000
1456,people182,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,33,0 days 00:04:00.000000000,0 days 00:00:00.000000000
1457,people182,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:04:00,17,0 days 01:34:00.000000000,0 days 00:04:00.000000000
1458,people182,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:38:00,10,0 days 02:43:00.000000000,0 days 01:34:00.000000000
1459,people182,Fast Food Restaurants,2020-04-30 13:21:00,52,0 days 01:19:00.000000000,0 days 02:43:00.000000000
1460,people182,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:40:00,74,0 days 03:10:00.000000000,0 days 01:19:00.000000000
1461,people182,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:50:00,40,0 days 02:58:00.000000000,0 days 03:10:00.000000000
1462,people182,Bakeries,2020-04-30 20:48:00,41,0 days 01:18:00.000000000,0 days 02:58:00.000000000
1463,people182,Bakeries,2020-04-30 22:06:00,11,0 days 00:00:00.000000000,0 days 01:18:00.000000000
1464,people183,Bakeries,2020-04-30 09:00:00,36,0 days 00:36:00.000000000,0 days 00:00:00.000000000
1465,people183,Bakeries,2020-04-30 09:36:00,60,0 days 03:09:00.000000000,0 days 00:36:00.000000000
1466,people183,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:45:00,19,0 days 00:58:00.000000000,0 days 03:09:00.000000000
1467,people183,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:43:00,37,0 days 00:25:00.000000000,0 days 00:58:00.000000000
1468,people183,Bakeries,2020-04-30 14:08:00,61,0 days 02:37:00.000000000,0 days 00:25:00.000000000
1469,people183,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:45:00,63,0 days 01:42:00.000000000,0 days 02:37:00.000000000
1470,people183,Bakeries,2020-04-30 18:27:00,60,0 days 01:54:00.000000000,0 days 01:42:00.000000000
1471,people183,Fast Food Restaurants,2020-04-30 20:21:00,79,0 days 00:00:00.000000000,0 days 01:54:00.000000000
1472,people184,Fast Food Restaurants,2020-04-30 09:00:00,69,0 days 02:57:00.000000000,0 days 00:00:00.000000000
1473,people184,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:57:00,28,0 days 01:37:00.000000000,0 days 02:57:00.000000000
1474,people184,Fast Food Restaurants,2020-04-30 13:34:00,36,0 days 00:19:00.000000000,0 days 01:37:00.000000000
1475,people184,Drug Stores and Pharmacies,2020-04-30 13:53:00,43,0 days 02:25:00.000000000,0 days 00:19:00.000000000
1476,people184,Fast Food Restaurants,2020-04-30 16:18:00,70,0 days 00:01:00.000000000,0 days 02:25:00.000000000
1477,people184,"Grocery Stores, Supermarkets",2020-04-30 16:19:00,65,0 days 01:13:00.000000000,0 days 00:01:00.000000000
1478,people184,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:32:00,73,0 days 00:59:00.000000000,0 days 01:13:00.000000000
1479,people184,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:31:00,10,0 days 00:00:00.000000000,0 days 00:59:00.000000000
1480,people185,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,69,0 days 02:22:00.000000000,0 days 00:00:00.000000000
1481,people185,Fast Food Restaurants,2020-04-30 11:22:00,20,0 days 01:06:00.000000000,0 days 02:22:00.000000000
1482,people185,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:28:00,53,0 days 01:57:00.000000000,0 days 01:06:00.000000000
1483,people185,Fast Food Restaurants,2020-04-30 14:25:00,63,0 days 01:56:00.000000000,0 days 01:57:00.000000000
1484,people185,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:21:00,28,0 days 03:01:00.000000000,0 days 01:56:00.000000000
1485,people185,"Grocery Stores, Supermarkets",2020-04-30 19:22:00,70,0 days 03:05:00.000000000,0 days 03:01:00.000000000
1486,people185,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:27:00,77,0 days 02:58:00.000000000,0 days 03:05:00.000000000
1487,people185,Bakeries,2020-05-01 01:25:00,57,0 days 00:00:00.000000000,0 days 02:58:00.000000000
1488,people186,Drug Stores and Pharmacies,2020-04-30 09:00:00,60,0 days 02:33:00.000000000,0 days 00:00:00.000000000
1489,people186,Fast Food Restaurants,2020-04-30 11:33:00,29,0 days 02:56:00.000000000,0 days 02:33:00.000000000
1490,people186,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:29:00,57,0 days 02:40:00.000000000,0 days 02:56:00.000000000
1491,people186,Fast Food Restaurants,2020-04-30 17:09:00,63,0 days 02:16:00.000000000,0 days 02:40:00.000000000
1492,people186,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:25:00,40,0 days 01:46:00.000000000,0 days 02:16:00.000000000
1493,people186,Fast Food Restaurants,2020-04-30 21:11:00,69,0 days 01:55:00.000000000,0 days 01:46:00.000000000
1494,people186,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:06:00,13,0 days 01:19:00.000000000,0 days 01:55:00.000000000
1495,people186,Fast Food Restaurants,2020-05-01 00:25:00,62,0 days 00:00:00.000000000,0 days 01:19:00.000000000
1496,people187,Book Stores,2020-04-30 09:00:00,46,0 days 03:12:00.000000000,0 days 00:00:00.000000000
1497,people187,Bakeries,2020-04-30 12:12:00,10,0 days 02:17:00.000000000,0 days 03:12:00.000000000
1498,people187,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:29:00,50,0 days 01:00:00.000000000,0 days 02:17:00.000000000
1499,people187,"Grocery Stores, Supermarkets",2020-04-30 15:29:00,74,0 days 02:37:00.000000000,0 days 01:00:00.000000000
1500,people187,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:06:00,69,0 days 00:03:00.000000000,0 days 02:37:00.000000000
1501,people187,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 18:09:00,22,0 days 01:38:00.000000000,0 days 00:03:00.000000000
1502,people187,Fast Food Restaurants,2020-04-30 19:47:00,45,0 days 02:49:00.000000000,0 days 01:38:00.000000000
1503,people187,Bakeries,2020-04-30 22:36:00,31,0 days 00:00:00.000000000,0 days 02:49:00.000000000
1504,people188,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,26,0 days 00:52:00.000000000,0 days 00:00:00.000000000
1505,people188,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:52:00,33,0 days 02:54:00.000000000,0 days 00:52:00.000000000
1506,people188,Book Stores,2020-04-30 12:46:00,27,0 days 00:37:00.000000000,0 days 02:54:00.000000000
1507,people188,Bakeries,2020-04-30 13:23:00,24,0 days 00:05:00.000000000,0 days 00:37:00.000000000
1508,people188,Drug Stores and Pharmacies,2020-04-30 13:28:00,47,0 days 00:38:00.000000000,0 days 00:05:00.000000000
1509,people188,Book Stores,2020-04-30 14:06:00,77,0 days 00:24:00.000000000,0 days 00:38:00.000000000
1510,people188,Drug Stores and Pharmacies,2020-04-30 14:30:00,44,0 days 00:39:00.000000000,0 days 00:24:00.000000000
1511,people188,Fast Food Restaurants,2020-04-30 15:09:00,57,0 days 00:00:00.000000000,0 days 00:39:00.000000000
1512,people189,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,18,0 days 02:41:00.000000000,0 days 00:00:00.000000000
1513,people189,"Grocery Stores, Supermarkets",2020-04-30 11:41:00,27,0 days 00:26:00.000000000,0 days 02:41:00.000000000
1514,people189,Bakeries,2020-04-30 12:07:00,78,0 days 01:31:00.000000000,0 days 00:26:00.000000000
1515,people189,Drug Stores and Pharmacies,2020-04-30 13:38:00,33,0 days 02:44:00.000000000,0 days 01:31:00.000000000
1516,people189,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:22:00,30,0 days 03:02:00.000000000,0 days 02:44:00.000000000
1517,people189,"Grocery Stores, Supermarkets",2020-04-30 19:24:00,51,0 days 01:39:00.000000000,0 days 03:02:00.000000000
1518,people189,"Grocery Stores, Supermarkets",2020-04-30 21:03:00,10,0 days 03:12:00.000000000,0 days 01:39:00.000000000
1519,people189,Fast Food Restaurants,2020-05-01 00:15:00,44,0 days 00:00:00.000000000,0 days 03:12:00.000000000
1520,people190,Bakeries,2020-04-30 09:00:00,61,0 days 01:39:00.000000000,0 days 00:00:00.000000000
1521,people190,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:39:00,22,0 days 01:25:00.000000000,0 days 01:39:00.000000000
1522,people190,Fast Food Restaurants,2020-04-30 12:04:00,32,0 days 02:03:00.000000000,0 days 01:25:00.000000000
1523,people190,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:07:00,20,0 days 00:23:00.000000000,0 days 02:03:00.000000000
1524,people190,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:30:00,43,0 days 00:02:00.000000000,0 days 00:23:00.000000000
1525,people190,"Grocery Stores, Supermarkets",2020-04-30 14:32:00,25,0 days 02:07:00.000000000,0 days 00:02:00.000000000
1526,people190,Fast Food Restaurants,2020-04-30 16:39:00,15,0 days 00:42:00.000000000,0 days 02:07:00.000000000
1527,people190,"Grocery Stores, Supermarkets",2020-04-30 17:21:00,63,0 days 00:00:00.000000000,0 days 00:42:00.000000000
1528,people191,Fast Food Restaurants,2020-04-30 09:00:00,52,0 days 01:46:00.000000000,0 days 00:00:00.000000000
1529,people191,Bakeries,2020-04-30 10:46:00,62,0 days 02:48:00.000000000,0 days 01:46:00.000000000
1530,people191,Bakeries,2020-04-30 13:34:00,67,0 days 02:02:00.000000000,0 days 02:48:00.000000000
1531,people191,Drug Stores and Pharmacies,2020-04-30 15:36:00,76,0 days 00:42:00.000000000,0 days 02:02:00.000000000
1532,people191,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:18:00,18,0 days 03:06:00.000000000,0 days 00:42:00.000000000
1533,people191,Book Stores,2020-04-30 19:24:00,60,0 days 00:30:00.000000000,0 days 03:06:00.000000000
1534,people191,Drug Stores and Pharmacies,2020-04-30 19:54:00,71,0 days 02:26:00.000000000,0 days 00:30:00.000000000
1535,people191,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:20:00,41,0 days 00:00:00.000000000,0 days 02:26:00.000000000
1536,people192,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,24,0 days 02:03:00.000000000,0 days 00:00:00.000000000
1537,people192,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:03:00,70,0 days 02:41:00.000000000,0 days 02:03:00.000000000
1538,people192,Fast Food Restaurants,2020-04-30 13:44:00,54,0 days 02:07:00.000000000,0 days 02:41:00.000000000
1539,people192,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:51:00,35,0 days 00:14:00.000000000,0 days 02:07:00.000000000
1540,people192,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:05:00,53,0 days 02:21:00.000000000,0 days 00:14:00.000000000
1541,people192,Fast Food Restaurants,2020-04-30 18:26:00,12,0 days 00:57:00.000000000,0 days 02:21:00.000000000
1542,people192,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:23:00,68,0 days 02:29:00.000000000,0 days 00:57:00.000000000
1543,people192,Fast Food Restaurants,2020-04-30 21:52:00,43,0 days 00:00:00.000000000,0 days 02:29:00.000000000
1544,people193,Drug Stores and Pharmacies,2020-04-30 09:00:00,40,0 days 01:12:00.000000000,0 days 00:00:00.000000000
1545,people193,"Grocery Stores, Supermarkets",2020-04-30 10:12:00,44,0 days 00:33:00.000000000,0 days 01:12:00.000000000
