,name,mcc,time,transaction_value
801,people72,Fast Food Restaurants,2020-05-01 03:09:00,74
802,people72,Drug Stores and Pharmacies,2020-05-01 04:57:00,40
803,people73,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,65
804,people73,Bakeries,2020-04-30 10:05:00,63
805,people73,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:10:00,74
806,people73,"Grocery Stores, Supermarkets",2020-04-30 11:39:00,41
807,people73,Fast Food Restaurants,2020-04-30 12:21:00,21
808,people73,Fast Food Restaurants,2020-04-30 13:58:00,64
809,people73,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:05:00,17
810,people73,"Grocery Stores, Supermarkets",2020-04-30 17:06:00,52
811,people73,Drug Stores and Pharmacies,2020-04-30 17:56:00,70
812,people73,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 20:37:00,49
813,people73,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:19:00,66
814,people74,Drug Stores and Pharmacies,2020-04-30 09:00:00,54
815,people74,Drug Stores and Pharmacies,2020-04-30 10:51:00,33
816,people74,Book Stores,2020-04-30 12:00:00,48
817,people74,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:10:00,35
818,people74,Fast Food Restaurants,2020-04-30 18:00:00,34
819,people74,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:12:00,37
820,people74,Bakeries,2020-04-30 22:10:00,18
821,people74,Book Stores,2020-04-30 23:10:00,65
822,people74,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:32:00,78
823,people74,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 01:28:00,68
824,people74,"Grocery Stores, Supermarkets",2020-05-01 01:44:00,56
825,people75,Book Stores,2020-04-30 09:00:00,18
826,people75,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:29:00,46
827,people75,Fast Food Restaurants,2020-04-30 11:06:00,67
828,people75,Bakeries,2020-04-30 13:47:00,64
829,people75,Drug Stores and Pharmacies,2020-04-30 14:54:00,75
830,people75,Book Stores,2020-04-30 15:55:00,38
831,people75,Bakeries,2020-04-30 19:08:00,50
832,people75,Book Stores,2020-04-30 22:20:00,66
833,people75,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:33:00,70
834,people75,Bakeries,2020-05-01 00:23:00,15
835,people75,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 03:33:00,50
836,people76,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,51
837,people76,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:18:00,39
838,people76,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:11:00,30
839,people76,Bakeries,2020-04-30 16:55:00,30
840,people76,Book Stores,2020-04-30 17:38:00,57
841,people76,Fast Food Restaurants,2020-04-30 18:16:00,48
842,people76,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:29:00,69
843,people76,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:39:00,20
844,people76,Book Stores,2020-05-01 00:32:00,61
845,people76,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 01:01:00,78
846,people76,Bakeries,2020-05-01 01:53:00,21
847,people77,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,63
848,people77,Bakeries,2020-04-30 11:47:00,65
849,people77,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:27:00,45
850,people77,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:39:00,52
851,people77,Fast Food Restaurants,2020-04-30 19:11:00,55
852,people77,Bakeries,2020-04-30 22:28:00,18
853,people77,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:31:00,56
854,people77,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:36:00,55
855,people77,Bakeries,2020-05-01 03:39:00,41
856,people77,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 04:34:00,72
857,people77,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 05:23:00,67
858,people78,Bakeries,2020-04-30 09:00:00,41
859,people78,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:10:00,61
860,people78,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 10:22:00,37
861,people78,Bakeries,2020-04-30 11:44:00,20
862,people78,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 13:08:00,69
863,people78,Fast Food Restaurants,2020-04-30 14:52:00,73
864,people78,Bakeries,2020-04-30 15:00:00,61
865,people78,"Grocery Stores, Supermarkets",2020-04-30 16:08:00,67
866,people78,Drug Stores and Pharmacies,2020-04-30 16:49:00,23
867,people78,"Grocery Stores, Supermarkets",2020-04-30 18:50:00,43
868,people78,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 19:35:00,52
869,people79,Fast Food Restaurants,2020-04-30 09:00:00,23
870,people79,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 11:38:00,77
871,people79,Bakeries,2020-04-30 14:33:00,76
872,people79,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:07:00,72
873,people79,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:57:00,33
874,people79,Bakeries,2020-04-30 18:56:00,28
875,people79,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:50:00,32
876,people79,Fast Food Restaurants,2020-05-01 01:01:00,68
877,people79,Fast Food Restaurants,2020-05-01 03:40:00,31
878,people79,Bakeries,2020-05-01 04:22:00,70
879,people79,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 07:02:00,33
880,people80,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,16
881,people80,Bakeries,2020-04-30 11:44:00,26
882,people80,Drug Stores and Pharmacies,2020-04-30 14:55:00,10
883,people80,Drug Stores and Pharmacies,2020-04-30 17:02:00,58
884,people80,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:44:00,34
885,people80,Bakeries,2020-04-30 20:44:00,14
886,people80,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:40:00,37
887,people80,Drug Stores and Pharmacies,2020-04-30 23:11:00,23
888,people80,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:12:00,14
889,people80,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 02:22:00,20
890,people80,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 03:44:00,28
891,people81,Drug Stores and Pharmacies,2020-04-30 09:00:00,70
892,people81,Drug Stores and Pharmacies,2020-04-30 10:53:00,56
893,people81,Drug Stores and Pharmacies,2020-04-30 12:05:00,54
894,people81,Drug Stores and Pharmacies,2020-04-30 13:26:00,11
895,people81,Drug Stores and Pharmacies,2020-04-30 16:20:00,28
896,people81,Drug Stores and Pharmacies,2020-04-30 16:28:00,63
897,people81,Fast Food Restaurants,2020-04-30 17:05:00,27
898,people81,Drug Stores and Pharmacies,2020-04-30 18:29:00,29
899,people81,Fast Food Restaurants,2020-04-30 20:51:00,52
900,people81,Fast Food Restaurants,2020-04-30 23:54:00,33
901,people81,Fast Food Restaurants,2020-05-01 00:44:00,13
902,people82,Book Stores,2020-04-30 09:00:00,65
903,people82,Book Stores,2020-04-30 09:25:00,68
904,people82,Drug Stores and Pharmacies,2020-04-30 11:13:00,37
905,people82,Fast Food Restaurants,2020-04-30 14:25:00,59
906,people82,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 15:48:00,55
907,people82,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:46:00,59
908,people82,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:55:00,72
909,people82,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:23:00,45
910,people82,Drug Stores and Pharmacies,2020-04-30 21:41:00,13
911,people82,Drug Stores and Pharmacies,2020-05-01 00:05:00,63
912,people82,Drug Stores and Pharmacies,2020-05-01 02:40:00,74
913,people83,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,29
914,people83,Drug Stores and Pharmacies,2020-04-30 10:13:00,56
915,people83,Drug Stores and Pharmacies,2020-04-30 12:24:00,70
916,people83,"Grocery Stores, Supermarkets",2020-04-30 12:41:00,43
917,people83,Fast Food Restaurants,2020-04-30 13:17:00,71
918,people83,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:25:00,67
919,people83,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:22:00,14
920,people83,"Grocery Stores, Supermarkets",2020-04-30 18:56:00,11
921,people83,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:59:00,43
922,people83,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 23:28:00,75
923,people83,Fast Food Restaurants,2020-05-01 01:03:00,39
924,people84,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,60
925,people84,Bakeries,2020-04-30 11:15:00,10
926,people84,Drug Stores and Pharmacies,2020-04-30 11:22:00,65
927,people84,Drug Stores and Pharmacies,2020-04-30 13:08:00,20
928,people84,Drug Stores and Pharmacies,2020-04-30 15:27:00,26
929,people84,Drug Stores and Pharmacies,2020-04-30 17:33:00,22
930,people84,Drug Stores and Pharmacies,2020-04-30 20:17:00,57
931,people84,Bakeries,2020-04-30 23:09:00,56
932,people84,Drug Stores and Pharmacies,2020-05-01 01:01:00,21
933,people84,Drug Stores and Pharmacies,2020-05-01 03:59:00,26
934,people84,Drug Stores and Pharmacies,2020-05-01 05:12:00,54
935,people85,Bakeries,2020-04-30 09:00:00,28
936,people85,Drug Stores and Pharmacies,2020-04-30 12:01:00,52
937,people85,Drug Stores and Pharmacies,2020-04-30 13:20:00,67
938,people85,Drug Stores and Pharmacies,2020-04-30 14:53:00,59
939,people85,Drug Stores and Pharmacies,2020-04-30 15:17:00,76
940,people85,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:35:00,56
941,people85,Bakeries,2020-04-30 19:01:00,16
942,people85,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 19:45:00,78
943,people85,Fast Food Restaurants,2020-04-30 20:38:00,51
944,people85,Fast Food Restaurants,2020-04-30 21:54:00,10
945,people85,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 21:59:00,57
946,people86,Fast Food Restaurants,2020-04-30 09:00:00,49
947,people86,Bakeries,2020-04-30 11:06:00,12
948,people86,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:23:00,22
949,people86,Bakeries,2020-04-30 14:28:00,43
950,people86,"Grocery Stores, Supermarkets",2020-04-30 15:55:00,31
951,people86,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:37:00,29
952,people86,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 18:40:00,49
953,people86,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:57:00,79
954,people86,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:05:00,10
955,people86,Bakeries,2020-05-01 00:01:00,50
956,people86,Drug Stores and Pharmacies,2020-05-01 00:04:00,13
957,people87,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,71
958,people87,Fast Food Restaurants,2020-04-30 11:25:00,53
959,people87,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:42:00,74
960,people87,Bakeries,2020-04-30 16:53:00,78
961,people87,Drug Stores and Pharmacies,2020-04-30 18:47:00,72
962,people87,Drug Stores and Pharmacies,2020-04-30 20:54:00,58
963,people87,"Grocery Stores, Supermarkets",2020-04-30 23:19:00,23
964,people87,Bakeries,2020-05-01 00:04:00,36
965,people87,Book Stores,2020-05-01 01:00:00,35
966,people87,Bakeries,2020-05-01 01:53:00,39
967,people87,Fast Food Restaurants,2020-05-01 04:50:00,72
968,people88,Drug Stores and Pharmacies,2020-04-30 09:00:00,65
969,people88,Drug Stores and Pharmacies,2020-04-30 11:23:00,30
970,people88,Drug Stores and Pharmacies,2020-04-30 12:40:00,17
971,people88,"Grocery Stores, Supermarkets",2020-04-30 13:52:00,50
972,people88,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 16:29:00,69
973,people88,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 17:21:00,56
974,people88,Bakeries,2020-04-30 19:38:00,32
975,people88,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:41:00,46
976,people88,Fast Food Restaurants,2020-04-30 21:34:00,10
977,people88,"Grocery Stores, Supermarkets",2020-04-30 23:44:00,56
978,people88,"Grocery Stores, Supermarkets",2020-05-01 02:43:00,15
979,people89,Book Stores,2020-04-30 09:00:00,57
980,people89,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:52:00,18
981,people89,Bakeries,2020-04-30 11:56:00,67
982,people89,"Grocery Stores, Supermarkets",2020-04-30 14:46:00,37
983,people89,Bakeries,2020-04-30 16:13:00,77
984,people89,Book Stores,2020-04-30 18:16:00,76
985,people89,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:40:00,68
986,people89,Drug Stores and Pharmacies,2020-04-30 23:13:00,22
987,people89,Fast Food Restaurants,2020-05-01 01:45:00,29
988,people89,Fast Food Restaurants,2020-05-01 02:58:00,10
989,people89,Fast Food Restaurants,2020-05-01 03:57:00,76
990,people90,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,49
991,people90,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:07:00,23
992,people90,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:14:00,11
993,people90,Drug Stores and Pharmacies,2020-04-30 09:28:00,26
994,people90,Bakeries,2020-04-30 11:09:00,36
995,people90,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 13:15:00,33
996,people90,Bakeries,2020-04-30 13:38:00,41
997,people90,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:30:00,23
998,people90,Drug Stores and Pharmacies,2020-04-30 17:49:00,47
999,people90,"Grocery Stores, Supermarkets",2020-04-30 20:21:00,62
1000,people90,Bakeries,2020-04-30 21:07:00,76
1001,people91,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,71
1002,people91,Fast Food Restaurants,2020-04-30 09:45:00,71
1003,people91,Fast Food Restaurants,2020-04-30 12:40:00,57
1004,people91,Bakeries,2020-04-30 13:02:00,57
1005,people91,Drug Stores and Pharmacies,2020-04-30 15:06:00,58
1006,people91,Book Stores,2020-04-30 16:54:00,71
1007,people91,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:01:00,35
1008,people91,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:57:00,22
1009,people91,Bakeries,2020-04-30 21:23:00,35
1010,people91,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 21:44:00,58
1011,people91,"Grocery Stores, Supermarkets",2020-05-01 00:47:00,72
1012,people92,Bakeries,2020-04-30 09:00:00,12
1013,people92,Drug Stores and Pharmacies,2020-04-30 11:50:00,52
1014,people92,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:36:00,10
1015,people92,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:38:00,11
1016,people92,Drug Stores and Pharmacies,2020-04-30 20:23:00,30
1017,people92,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 23:16:00,48
1018,people92,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 00:57:00,68
1019,people92,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 04:08:00,18
1020,people92,Book Stores,2020-05-01 05:30:00,45
1021,people92,Fast Food Restaurants,2020-05-01 08:14:00,79
1022,people92,Fast Food Restaurants,2020-05-01 09:00:00,67
1023,people93,Fast Food Restaurants,2020-04-30 09:00:00,23
1024,people93,Fast Food Restaurants,2020-04-30 09:10:00,58
1025,people93,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:57:00,40
1026,people93,Book Stores,2020-04-30 11:04:00,58
1027,people93,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:21:00,74
1028,people93,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:13:00,26
1029,people93,"Grocery Stores, Supermarkets",2020-04-30 14:42:00,16
1030,people93,Bakeries,2020-04-30 17:46:00,62
1031,people93,Drug Stores and Pharmacies,2020-04-30 19:48:00,41
1032,people93,Drug Stores and Pharmacies,2020-04-30 20:26:00,51
1033,people93,Drug Stores and Pharmacies,2020-04-30 21:51:00,47
1034,people94,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,44
1035,people94,Bakeries,2020-04-30 10:24:00,26
1036,people94,Drug Stores and Pharmacies,2020-04-30 10:39:00,70
1037,people94,Book Stores,2020-04-30 12:27:00,17
1038,people94,Book Stores,2020-04-30 14:32:00,26
1039,people94,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 17:11:00,74
1040,people94,Book Stores,2020-04-30 18:58:00,31
1041,people94,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 21:22:00,61
1042,people94,Bakeries,2020-04-30 23:25:00,48
1043,people94,Bakeries,2020-05-01 00:49:00,10
1044,people94,Book Stores,2020-05-01 04:02:00,10
1045,people95,Drug Stores and Pharmacies,2020-04-30 09:00:00,22
1046,people95,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 10:06:00,79
1047,people95,Drug Stores and Pharmacies,2020-04-30 10:22:00,30
1048,people95,Drug Stores and Pharmacies,2020-04-30 13:22:00,60
1049,people95,Drug Stores and Pharmacies,2020-04-30 16:20:00,48
1050,people95,Drug Stores and Pharmacies,2020-04-30 18:58:00,46
1051,people95,Drug Stores and Pharmacies,2020-04-30 22:08:00,36
1052,people95,Bakeries,2020-04-30 22:30:00,43
1053,people95,Drug Stores and Pharmacies,2020-05-01 01:35:00,35
1054,people95,"Grocery Stores, Supermarkets",2020-05-01 01:43:00,52
1055,people95,Bakeries,2020-05-01 04:40:00,34
1056,people96,Book Stores,2020-04-30 09:00:00,48
1057,people96,Bakeries,2020-04-30 11:49:00,23
1058,people96,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 12:23:00,24
1059,people96,Book Stores,2020-04-30 14:47:00,23
1060,people96,Fast Food Restaurants,2020-04-30 17:23:00,29
1061,people96,Bakeries,2020-04-30 19:51:00,54
1062,people96,Book Stores,2020-04-30 20:32:00,48
1063,people96,Fast Food Restaurants,2020-04-30 22:40:00,25
1064,people96,Bakeries,2020-04-30 23:24:00,39
1065,people96,Drug Stores and Pharmacies,2020-04-30 23:51:00,79
1066,people96,Drug Stores and Pharmacies,2020-05-01 02:28:00,68
1067,people97,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,73
1068,people97,Bakeries,2020-04-30 12:05:00,14
1069,people97,Drug Stores and Pharmacies,2020-04-30 15:07:00,70
1070,people97,Drug Stores and Pharmacies,2020-04-30 17:14:00,15
1071,people97,Drug Stores and Pharmacies,2020-04-30 19:13:00,24
1072,people97,Drug Stores and Pharmacies,2020-04-30 21:26:00,22
1073,people97,Drug Stores and Pharmacies,2020-04-30 22:06:00,14
1074,people97,Drug Stores and Pharmacies,2020-04-30 22:41:00,48
1075,people97,Drug Stores and Pharmacies,2020-05-01 00:20:00,17
1076,people97,Book Stores,2020-05-01 02:50:00,36
1077,people97,Fast Food Restaurants,2020-05-01 03:33:00,60
1078,people98,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,51
1079,people98,Fast Food Restaurants,2020-04-30 09:22:00,14
1080,people98,Bakeries,2020-04-30 12:18:00,33
1081,people98,Book Stores,2020-04-30 14:56:00,33
1082,people98,Fast Food Restaurants,2020-04-30 17:16:00,75
1083,people98,Drug Stores and Pharmacies,2020-04-30 20:00:00,19
1084,people98,"Grocery Stores, Supermarkets",2020-04-30 21:37:00,35
1085,people98,Fast Food Restaurants,2020-05-01 00:19:00,67
1086,people98,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 03:38:00,36
1087,people98,Book Stores,2020-05-01 05:29:00,60
1088,people98,Fast Food Restaurants,2020-05-01 08:24:00,53
1089,people99,Bakeries,2020-04-30 09:00:00,64
1090,people99,Book Stores,2020-04-30 10:52:00,77
1091,people99,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:30:00,37
1092,people99,Bakeries,2020-04-30 13:12:00,26
1093,people99,Drug Stores and Pharmacies,2020-04-30 14:49:00,32
1094,people99,Drug Stores and Pharmacies,2020-04-30 16:02:00,53
1095,people99,Drug Stores and Pharmacies,2020-04-30 18:59:00,16
1096,people99,Drug Stores and Pharmacies,2020-04-30 19:07:00,61
1097,people99,Drug Stores and Pharmacies,2020-04-30 20:18:00,37
1098,people99,Drug Stores and Pharmacies,2020-04-30 22:08:00,23
1099,people99,Drug Stores and Pharmacies,2020-04-30 22:44:00,15
1100,people100,Fast Food Restaurants,2020-04-30 09:00:00,39
1101,people100,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 11:13:00,42
1102,people100,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:03:00,76
1103,people100,Fast Food Restaurants,2020-04-30 12:14:00,29
1104,people100,Fast Food Restaurants,2020-04-30 12:22:00,10
1105,people100,Fast Food Restaurants,2020-04-30 12:43:00,26
1106,people100,Fast Food Restaurants,2020-04-30 15:03:00,25
1107,people100,Fast Food Restaurants,2020-04-30 15:41:00,73
1108,people100,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 15:49:00,32
1109,people100,Bakeries,2020-04-30 17:31:00,67
1110,people100,"Grocery Stores, Supermarkets",2020-04-30 19:28:00,34
1111,people101,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 09:00:00,69
1112,people101,Bakeries,2020-04-30 11:28:00,74
1113,people101,"Grocery Stores, Supermarkets",2020-04-30 14:12:00,55
1114,people101,Drug Stores and Pharmacies,2020-04-30 14:33:00,61
1115,people101,Drug Stores and Pharmacies,2020-04-30 16:43:00,41
1116,people101,Drug Stores and Pharmacies,2020-04-30 18:25:00,64
1117,people101,Drug Stores and Pharmacies,2020-04-30 21:34:00,19
1118,people101,Drug Stores and Pharmacies,2020-04-30 21:51:00,12
1119,people101,Drug Stores and Pharmacies,2020-04-30 23:44:00,71
1120,people101,Drug Stores and Pharmacies,2020-05-01 01:21:00,20
1121,people101,"Grocery Stores, Supermarkets",2020-05-01 04:10:00,67
1122,people102,Drug Stores and Pharmacies,2020-04-30 09:00:00,59
1123,people102,Fast Food Restaurants,2020-04-30 11:55:00,16
1124,people102,Fast Food Restaurants,2020-04-30 13:24:00,58
1125,people102,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:30:00,56
1126,people102,Bakeries,2020-04-30 16:37:00,46
1127,people102,Book Stores,2020-04-30 19:09:00,42
1128,people102,Fast Food Restaurants,2020-04-30 19:23:00,35
1129,people102,Fast Food Restaurants,2020-04-30 21:34:00,69
1130,people102,Drug Stores and Pharmacies,2020-04-30 23:45:00,39
1131,people102,Drug Stores and Pharmacies,2020-05-01 01:25:00,69
1132,people102,Drug Stores and Pharmacies,2020-05-01 04:40:00,36
1133,people103,Book Stores,2020-04-30 09:00:00,71
1134,people103,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 12:11:00,61
1135,people103,Fast Food Restaurants,2020-04-30 14:15:00,25
1136,people103,Fast Food Restaurants,2020-04-30 14:21:00,61
1137,people103,Fast Food Restaurants,2020-04-30 15:19:00,78
1138,people103,Drug Stores and Pharmacies,2020-04-30 18:29:00,46
1139,people103,Drug Stores and Pharmacies,2020-04-30 21:33:00,56
1140,people103,Bakeries,2020-04-30 22:43:00,19
1141,people103,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-05-01 01:52:00,26
1142,people103,Fast Food Restaurants,2020-05-01 02:58:00,43
1143,people103,Fast Food Restaurants,2020-05-01 05:10:00,15
1144,people104,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 09:00:00,49
1145,people104,Book Stores,2020-04-30 10:42:00,59
1146,people104,Fast Food Restaurants,2020-04-30 11:13:00,35
1147,people104,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 14:14:00,53
1148,people104,Bakeries,2020-04-30 16:20:00,59
1149,people104,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 16:24:00,63
1150,people104,Book Stores,2020-04-30 18:41:00,27
1151,people104,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:19:00,46
1152,people104,Fast Food Restaurants,2020-04-30 23:18:00,43
1153,people104,Fast Food Restaurants,2020-05-01 00:16:00,47
1154,people104,Bakeries,2020-05-01 02:52:00,67
1155,people105,"Grocery Stores, Supermarkets",2020-04-30 09:00:00,45
1156,people105,Fast Food Restaurants,2020-04-30 11:42:00,27
1157,people105,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-04-30 14:02:00,52
1158,people105,"Grocery Stores, Supermarkets",2020-04-30 15:20:00,29
1159,people105,Book Stores,2020-04-30 18:33:00,46
1160,people105,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 20:02:00,53
1161,people105,Fast Food Restaurants,2020-04-30 21:16:00,16
1162,people105,"Furniture, Home Furnishings, and Equipment Stores, ExceptAppliances",2020-04-30 22:56:00,63
1163,people105,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/Long Distance, Delivery Services – Local",2020-05-01 01:23:00,18
